Data Date (UTC),City ID Number,City Name,Country,Latitude,Longitude,Temperature (F),Humidity,Cloudiness,Wind Speed (MPH)
1557551233,2396853,Omboue,GA,-1.57,9.26,80.27,80,100,5.73
1557551234,344979,Lebu,ET,8.96,38.73,64.97,45,36,4.9
1557551234,3840092,Puerto Madryn,AR,-42.77,-65.04,56.15,47,33,11.45
1557551234,3883167,Linares,CL,-35.85,-71.6,46.97,84,0,4.59
1557548400,262462,Saint George,GR,39.45,22.34,52.34,76,20,3.36
1557551207,755889,Wieliczka,PL,49.98,20.06,50.52,87,40,4.7
1557551174,2176639,Batemans Bay,AU,-35.71,150.18,60.19,49,1,4.0
1557549000,2033675,Xinmin,CN,42.0,122.83,82.4,14,0,8.95
1557551236,4013704,Laguna,MX,27.52,-110.01,72.17,42,0,4.34
1557551237,3402648,Carutapera,BR,-1.2,-46.02,77.21,94,100,5.53
1557549000,1645528,Denpasar,ID,-8.65,115.22,84.2,74,20,17.22
1557548400,2524546,Guspini,IT,39.54,8.63,58.01,93,40,9.17
1557547200,6089245,Norman Wells,CA,65.28,-126.83,50.0,46,90,17.22
1557551133,3622854,Miramar,CR,10.09,-84.73,69.3,94,0,2.24
1557550800,3871336,Santiago,CL,-33.44,-70.65,44.6,75,0,2.15
1557547200,3899361,Arica,CL,-18.48,-70.32,62.4,72,90,4.7
1557551240,2347758,Bara,NG,10.41,10.6,84.77,52,75,4.05
1557551240,3471451,Arraial do Cabo,BR,-22.97,-42.02,74.87,79,89,15.35
1557551241,2014078,Urusha,RU,54.05,122.9,56.33,26,100,5.93
1557551046,934649,Cap Malheureux,MU,-19.98,57.61,77.4,53,75,11.41
1557551242,2420826,Gaoual,GN,11.75,-13.2,78.83,71,0,5.82
1557550758,1278602,Angamali,IN,10.2,76.4,93.4,66,40,6.93
1557547200,110690,Faya,SA,18.39,42.45,64.4,59,5,4.7
1557551243,2082539,Merauke,ID,-8.49,140.4,82.43,73,28,15.55
1557547200,359783,Asyut,EG,27.18,31.19,62.6,51,0,11.41
1557551201,458892,Kegums,LV,56.75,24.72,49.57,87,0,2.24
1557549000,511196,Perm,RU,58.02,56.25,73.4,43,0,11.18
1557550981,656688,Imatra,FI,61.17,28.77,51.96,93,90,2.24
1557551245,1504382,Kargasok,RU,59.06,80.87,55.97,27,41,10.31
1557551245,2063039,Port Keats,AU,-14.25,129.55,80.27,31,60,15.77
1557551245,1789065,Ankang,CN,32.73,108.99,81.35,37,0,4.76
1557551068,2669047,Timra,SE,62.49,17.33,41.68,75,8,4.16
1557547200,2508813,Adrar,DZ,27.87,-0.29,78.8,5,0,11.41
1557547200,1863521,Gotsu,JP,35.01,132.22,66.2,77,20,6.93
1557551174,5915327,Cap-aux-Meules,CA,47.38,-61.86,37.07,92,100,14.9
1557551243,6094391,Ormstown,CA,45.13,-73.99,49.21,81,90,11.41
1557549000,569615,Chekalin,RU,54.1,36.24,55.4,87,90,15.66
1557551247,2025286,Chuguyevka,RU,44.17,133.87,72.89,26,0,5.32
1557551248,1082639,Ambatondrazaka,MG,-17.82,48.43,66.95,78,77,4.54
1557551026,5312476,Safford,US,32.83,-109.71,60.48,37,75,8.05
1557550200,7671223,Kloulklubed,PW,7.04,134.26,86.0,74,75,8.05
1557548220,6355222,Yulara,AU,-25.24,130.99,66.2,29,0,17.22
1557551249,215771,Isiro,CD,2.77,27.62,69.47,98,100,3.67
1557551249,3437029,San Patricio,PY,-26.98,-56.83,62.99,96,99,10.51
1557547200,5924351,Clyde River,CA,70.47,-68.59,26.6,100,90,11.41
1557551250,2232283,Nkan,CM,2.95,11.22,68.57,98,100,1.32
1557551251,2127060,Arman,RU,59.7,150.17,58.31,43,26,6.2
1557551251,1808534,Helong,CN,25.94,116.13,82.97,54,13,4.09
1557551251,3938531,Iberia,PE,-11.41,-69.49,77.75,77,88,2.42
1557551252,1001736,Glencoe,ZA,-28.17,30.16,55.07,50,0,1.79
1557547200,6078372,Moose Factory,CA,51.26,-80.61,37.4,86,90,8.05
1557551252,240498,Bangassou,CF,4.74,22.82,72.35,93,94,4.83
1557550582,3416888,Grindavik,IS,63.84,-22.43,30.65,62,40,17.22
1557550856,1701054,Marawi,PH,8.0,124.29,84.99,80,19,7.0
1557551176,4868907,Newton,US,41.7,-93.05,50.92,76,1,5.82
1557551225,3082704,Walcz,PL,53.28,16.47,47.03,93,8,4.65
1557551254,1337610,Thinadhoo,MV,0.53,72.93,85.13,66,44,2.51
1557549572,1865309,Katsuura,JP,33.93,134.5,77.9,31,20,11.41
1557551255,1688687,San Quintin,PH,17.54,120.52,90.53,53,100,7.49
1557551255,523392,Naryan-Mar,RU,67.67,53.09,34.37,100,94,7.58
1557551146,1485724,Talaya,RU,55.79,84.89,49.69,57,20,8.95
1557551256,3659139,Melilla,EC,-0.8,-80.23,74.69,84,79,1.9
1557551085,3576994,Cockburn Town,TC,21.46,-71.14,78.47,81,2,18.01
1557550984,1852357,Shimoda,JP,34.7,138.93,72.75,64,40,6.93
1557551257,6096551,Pangnirtung,CA,66.15,-65.72,31.67,69,95,6.24
1557547369,3421319,Nuuk,GL,64.17,-51.74,33.31,100,31,8.05
1557547800,1244926,Hambantota,LK,6.12,81.12,87.8,79,40,11.41
1557551110,5861897,Fairbanks,US,64.84,-147.72,55.58,33,75,6.93
1557551258,3653967,Muisne,EC,0.61,-80.02,80.45,80,100,7.61
1557551259,344420,Aksum,ET,14.12,38.72,75.23,32,4,7.43
1557547200,2377457,Nouadhibou,MR,20.93,-17.03,64.4,88,0,18.34
1557551259,2126785,Belaya Gora,RU,68.54,146.19,37.07,100,100,4.5
1557551240,3037456,Saint-Joseph,FR,43.56,6.97,56.77,93,0,3.36
1557551260,916246,Kabompo,ZM,-13.6,24.21,62.09,66,92,7.23
1557551110,662767,Varghis,RO,46.13,25.53,48.67,95,100,3.04
1557551261,559475,Gorodovikovsk,RU,46.08,41.93,63.53,64,25,7.94
1557550906,3991347,Puerto Penasco,MX,31.32,-113.53,69.01,70,0,21.0
1557551262,580676,Asekeyevo,RU,53.57,52.8,76.85,55,0,9.24
1557550800,3397963,Itamaraca,BR,-7.75,-34.83,75.78,94,75,5.82
1557551169,3026644,Souillac,FR,45.6,-0.6,52.56,87,75,9.17
1557551263,565456,Dolzhanskaya,RU,46.63,37.8,55.61,81,99,10.38
1557550947,6167817,Torbay,CA,47.66,-52.73,33.53,86,90,8.05
1557550997,1254046,Tura,IN,25.52,90.21,90.35,62,17,10.02
1557551264,1797543,Tianpeng,CN,28.88,112.34,88.37,35,0,2.48
1557551228,1788852,Xining,CN,36.62,101.77,64.99,33,4,19.39
1557549000,1263942,Manavalakurichi,IN,8.13,77.3,91.4,63,40,8.05
1557551265,3374210,Sao Filipe,CV,14.9,-24.5,73.07,83,0,15.93
1557551265,2088163,Popondetta,PG,-8.77,148.24,80.99,55,44,3.04
1557549000,1519422,Semey,KZ,50.41,80.25,62.6,17,0,8.95
1557551266,1788268,Dongsheng,CN,29.72,112.52,87.65,31,32,4.79
1557547200,518418,Novoorsk,RU,51.38,58.98,66.2,59,0,4.47
1557550800,1636022,Martapura,ID,-3.41,114.85,89.6,59,20,9.17
1557551267,3466165,Cidreira,BR,-30.17,-50.22,69.83,90,100,5.23
1557549000,2063042,Port Hedland,AU,-20.31,118.58,80.6,18,0,16.11
1557547200,53654,Mogadishu,SO,2.04,45.34,86.0,70,75,8.05
1557551224,4219001,Riverdale,US,33.57,-84.41,69.4,94,90,5.82
1557551269,2016735,Sherlovaya Gora,RU,50.53,116.31,46.79,17,100,7.92
1557551232,2616172,Nordby,DK,55.45,8.41,38.28,93,0,3.36
1557551105,2635199,Ullapool,GB,57.9,-5.16,33.42,90,0,5.37
1557551270,1529651,Altay,CN,47.83,88.13,45.53,21,17,4.0
1557551270,2012530,Zhigansk,RU,66.77,123.37,32.21,77,100,14.92
1557551271,1492466,Shalinskoye,RU,55.72,93.76,49.31,38,100,12.26
1557551159,1256119,Sinnar,IN,19.85,74.0,92.69,20,0,8.05
1557551271,2090021,Namatanai,PG,-3.66,152.44,81.71,74,91,6.46
1557549000,682117,Chilia Veche,UA,45.41,29.29,53.85,93,74,10.29
1557551272,2017155,Saskylakh,RU,71.97,114.09,26.27,89,99,9.04
1557551272,964712,Plettenberg Bay,ZA,-34.05,23.37,62.99,40,0,2.82
1557551273,235826,Zemio,CF,5.02,25.13,77.03,76,97,3.6
1557547200,2128975,Nemuro,JP,43.32,145.57,46.4,61,75,9.17
1557551273,1529484,Hami,CN,42.84,93.51,60.29,9,70,25.17
1557551109,4004293,Ixtapa,MX,20.71,-105.21,75.11,78,5,8.03
1557551104,3132644,Varhaug,NO,58.61,5.65,41.83,81,20,13.87
1557547200,5960603,Geraldton,CA,49.72,-86.95,33.8,69,75,4.7
1557551275,2126710,Beringovskiy,RU,63.05,179.32,27.71,89,90,8.41
1557550998,1990589,Teluknaga,ID,-6.1,106.64,85.53,66,20,10.29
1557551222,4732862,Nome,US,30.04,-94.42,68.65,94,1,5.5
1557547200,6111862,Port Hardy,CA,50.7,-127.42,57.2,71,40,5.82
1557547200,3355672,Luderitz,NA,-26.65,15.16,60.8,38,0,3.36
1557551277,3867427,Mayor Pablo Lagerenza,PY,-19.93,-60.77,70.01,94,95,8.81
1557551239,1490085,Tarko-Sale,RU,64.92,77.78,39.0,67,91,5.01
1557549000,583683,Aksarayskiy,RU,46.79,48.01,62.6,77,0,8.95
1557551278,2018896,Novopavlovka,RU,51.21,109.22,41.75,30,55,10.87
1557551279,490040,Sovetskiy,RU,56.76,48.47,73.61,57,0,13.82
1557551279,1486321,Yar-Sale,RU,66.83,70.83,34.19,77,42,19.46
1557550866,3489657,Lucea,JM,18.44,-78.17,78.48,69,20,4.7
1557551280,305681,Kumluca,TR,36.37,30.29,46.79,93,100,4.9
1557550889,4267710,Sitka,US,37.17,-99.65,46.0,94,100,3.0
1557551280,1259047,Jian,IN,25.65,87.89,100.79,36,0,5.93
1557551281,2027277,Babstovo,RU,48.12,132.48,65.87,29,1,9.69
1557551281,2119626,Yagodnoye,RU,62.52,149.63,57.05,35,4,7.58
1557551271,4231997,Avera,US,33.19,-82.53,70.43,94,1,6.93
1557551271,3164565,Vila,IT,45.18,8.4,54.37,100,40,4.7
1557547200,1160939,Iranshahr,IR,27.21,60.69,89.6,27,0,8.03
1557551283,915471,Kalabo,ZM,-15.0,22.67,63.71,50,0,7.76
1557551247,2656708,Ayr,GB,55.46,-4.63,35.64,100,40,3.36
1557550929,5540831,Hurricane,US,37.18,-113.29,53.02,93,40,6.46
1557551284,1486910,Komsomolskiy,RU,67.55,63.78,29.69,93,96,7.7
1557549000,146639,Lasa,CY,34.92,32.53,60.8,77,20,6.93
1557549000,551847,Kaspiysk,RU,42.88,47.64,62.19,72,99,13.42
1557551285,2037069,Hailun,CN,47.46,126.97,83.69,18,100,12.64
1557551286,2013639,Verkhnevilyuysk,RU,63.45,120.31,39.59,70,100,7.09
1557551286,3645528,Ciudad Guayana,VE,8.32,-62.69,78.65,82,85,9.69
1557551286,1067565,Beloha,MG,-25.17,45.06,72.53,70,1,3.4
1557551287,1512019,Aksarka,RU,66.56,67.8,33.47,83,56,15.21
1557551150,3985710,Cabo San Lucas,MX,22.89,-109.91,69.64,78,5,5.82
1557551287,964406,Port Shepstone,ZA,-30.74,30.45,57.59,62,0,5.01
1557550800,3663516,Parana,BR,-7.52,-72.89,75.2,100,0,2.48
1557549000,1513087,Nurota,UZ,40.56,65.69,84.2,35,0,6.93
1557551169,2517679,Fortuna,ES,38.18,-1.13,66.87,60,0,6.93
1557547200,4036284,Alofi,NU,-19.06,-169.92,77.0,73,6,8.05
1557550200,2729907,Longyearbyen,NO,78.22,15.63,24.8,68,20,17.22
1557550817,2023469,Markova,RU,52.21,104.21,42.17,39,75,13.42
1557551290,2460954,Araouane,ML,18.9,-3.53,82.79,5,0,8.61
1557551290,2092164,Lorengau,PG,-2.02,147.27,81.71,86,65,7.47
1557551291,72181,Marzuq,YE,14.4,46.47,84.05,11,10,6.53
1557551291,2126682,Bilibino,RU,68.06,166.44,30.59,94,94,1.63
1557551194,3119841,Beira,ES,43.2,-8.36,49.84,93,40,5.82
1557551292,2449893,Tessalit,ML,20.2,1.01,84.41,7,0,4.43
1557551292,1159384,Taybad,IR,34.74,60.78,81.17,16,91,8.86
1557550900,3932145,Pisco,PE,-13.71,-76.2,64.2,93,25,1.12
1557551293,1260206,Pasighat,IN,28.06,95.33,70.73,87,99,2.86
1557551293,1514792,Gazojak,TM,41.19,61.4,93.05,10,7,10.09
1557551293,1519030,Shu,KZ,43.6,73.76,77.75,31,42,10.98
1557551294,1527121,Tyup,KG,42.73,78.36,45.89,60,32,4.7
1557550923,4632595,Jackson,US,35.61,-88.82,57.06,100,90,5.82
1557551294,2028164,Deputatskiy,RU,69.3,139.9,31.31,98,93,8.43
1557551294,3629614,Punta Cardon,VE,11.61,-70.22,80.99,83,100,17.96
1557551295,3939470,Huancavelica,PE,-12.79,-74.97,30.59,84,0,3.76
1557551295,2147518,Tambo,AU,-24.88,146.25,64.79,27,0,20.22
1557551296,57000,Hobyo,SO,5.35,48.53,85.67,68,60,11.72
1557546000,3533462,Acapulco,MX,16.86,-99.88,78.8,83,40,8.05
1557549000,1273294,Dwarka,IN,28.58,77.04,93.24,31,0,6.93
1557549000,755474,Wlodawa,PL,51.55,23.55,48.51,100,99,3.36
1557551146,5859699,College,US,64.86,-147.8,54.82,33,75,6.93
1557549000,787487,Poum,MK,41.28,20.71,41.0,86,0,3.36
1557551298,3514454,Xochihuehuetlan,MX,17.92,-98.43,75.77,56,0,3.02
1557551298,3393471,Oriximina,BR,-1.77,-55.87,76.85,91,100,3.42
1557551261,3038271,Albert,FR,50.0,2.65,49.12,93,100,8.05
1557551236,2035715,Mudanjiang,CN,44.58,129.6,77.03,29,64,5.37
1557551299,2121025,Srednekolymsk,RU,67.46,153.71,45.89,62,63,9.78
1557551299,491019,Sol-Iletsk,RU,51.16,55.0,79.91,35,0,7.76
1557551299,301539,Sarkikaraagac,TR,38.08,31.37,45.53,79,85,4.18
1557551300,3662342,Sao Gabriel da Cachoeira,BR,-0.13,-67.09,73.07,99,100,1.41
1557551300,2121385,Severo-Kurilsk,RU,50.68,156.12,38.33,83,76,24.56
1557551227,128008,Khalkhal,IR,37.62,48.53,53.99,43,37,9.28
1557551301,1879613,Anju,KP,39.62,125.66,71.81,39,79,10.94
1557547200,2477537,Tazmalt,DZ,36.39,4.4,60.8,93,0,11.41
1557551294,2639577,Blackwater,GB,51.33,-0.78,45.82,93,90,3.36
1557550839,5742974,North Bend,US,43.41,-124.22,51.53,93,1,8.59
1557551302,1623197,Tual,ID,-5.67,132.75,84.41,74,67,14.52
1557547200,1655559,Luang Prabang,LA,19.89,102.14,93.2,52,75,4.7
1557551303,2027109,Barguzin,RU,53.62,109.63,31.31,70,66,8.21
